timestamp,image_name,key
2023-12-04 16:26:26.945146,807895.jpg,
2023-12-04 16:26:28.607023,,d
2023-12-04 16:26:28.721801,,a
2023-12-04 16:26:28.722352,,s
2023-12-04 16:26:29.562331,,w
2023-12-04 16:26:32.036698,807838.jpg,
2023-12-04 16:26:33.418866,,Key.esc
