timestamp,image_name,key
2023-12-04 21:30:29.838104,807752.jpg,
2023-12-04 21:30:32.988187,,c
2023-12-04 21:30:33.124053,,s
2023-12-04 21:30:33.307735,,d
2023-12-04 21:30:33.395298,,c
2023-12-04 21:30:33.524584,,s
2023-12-04 21:30:33.525585,,n
2023-12-04 21:30:33.571176,,i
2023-12-04 21:30:33.674636,,o
2023-12-04 21:30:33.779291,,n
2023-12-04 21:30:34.683978,,c
2023-12-04 21:30:34.796010,,s
2023-12-04 21:30:34.913001,807829.jpg,
2023-12-04 21:30:36.187409,,c
2023-12-04 21:30:36.275290,,s
2023-12-04 21:30:36.291369,,d
2023-12-04 21:30:36.443324,,c
2023-12-04 21:30:36.715285,,d
2023-12-04 21:30:36.779259,,c
2023-12-04 21:30:37.083274,,d
2023-12-04 21:30:37.235271,,s
2023-12-04 21:30:37.236357,,d
2023-12-04 21:30:37.298807,,c
2023-12-04 21:30:37.467276,,d
2023-12-04 21:30:37.524068,,c
2023-12-04 21:30:38.499255,,c
2023-12-04 21:30:38.636122,,s
2023-12-04 21:30:38.725016,,d
2023-12-04 21:30:38.804311,,c
2023-12-04 21:30:38.915261,,s
2023-12-04 21:30:38.955181,,d
2023-12-04 21:30:39.980289,807715.jpg,
2023-12-04 21:30:40.227348,,c
2023-12-04 21:30:40.435448,,d
2023-12-04 21:30:40.564241,,c
2023-12-04 21:30:40.859269,,m
2023-12-04 21:30:41.043271,,p
2023-12-04 21:30:41.347527,,o
2023-12-04 21:30:41.435774,,p
2023-12-04 21:30:41.443783,,m
2023-12-04 21:30:41.555395,,e
2023-12-04 21:30:41.611517,,w
2023-12-04 21:30:41.747270,,m
2023-12-04 21:30:41.811331,,e
2023-12-04 21:30:42.179271,,Key.esc
