timestamp,image_name,key
2023-12-04 20:47:13.798972,807862.jpg,
2023-12-04 20:47:16.601889,,e
2023-12-04 20:47:16.761722,,q
2023-12-04 20:47:16.762359,,w
2023-12-04 20:47:16.941464,,e
2023-12-04 20:47:17.046594,,q
2023-12-04 20:47:17.061016,,w
2023-12-04 20:47:17.181434,,e
2023-12-04 20:47:17.333333,,q
2023-12-04 20:47:17.362900,,w
2023-12-04 20:47:17.451706,,e
2023-12-04 20:47:17.932107,,a
2023-12-04 20:47:17.947939,,s
2023-12-04 20:47:17.977864,,d
2023-12-04 20:47:18.128233,,a
2023-12-04 20:47:18.202904,,d
2023-12-04 20:47:18.366633,,a
2023-12-04 20:47:18.368297,,s
2023-12-04 20:47:18.471655,,d
2023-12-04 20:47:18.896415,807838.jpg,
2023-12-04 20:47:19.132217,,Key.esc
