timestamp,image_name,key
2023-12-04 22:45:19.030247,807829.jpg,
2023-12-04 22:45:22.512846,,Key.space
2023-12-04 22:45:24.112042,807793.jpg,
2023-12-04 22:45:26.369008,,Key.space
2023-12-04 22:45:27.376695,,g
2023-12-04 22:45:27.817123,,e
2023-12-04 22:45:29.152855,807724.jpg,
2023-12-04 22:45:30.825027,,f
2023-12-04 22:45:31.129127,,Key.space
2023-12-04 22:45:32.017121,,r
2023-12-04 22:45:32.161193,,e
2023-12-04 22:45:32.417122,,t
2023-12-04 22:45:34.195198,807838.jpg,
2023-12-04 22:45:37.169122,,r
2023-12-04 22:45:37.337126,,e
2023-12-04 22:45:37.528955,,w
2023-12-04 22:45:38.225169,,w
2023-12-04 22:45:38.256694,,e
2023-12-04 22:45:38.352867,,r
2023-12-04 22:45:39.235494,807833.jpg,
2023-12-04 22:45:40.833120,,Key.space
2023-12-04 22:45:40.857122,,r
2023-12-04 22:45:40.961070,,w
2023-12-04 22:45:41.001109,,e
2023-12-04 22:45:41.097770,,Key.space
2023-12-04 22:45:41.137096,,r
2023-12-04 22:45:42.137343,,h
2023-12-04 22:45:42.401127,,h
2023-12-04 22:45:42.530874,,t
2023-12-04 22:45:42.713431,,r
2023-12-04 22:45:42.745383,,h
2023-12-04 22:45:42.985147,,r
2023-12-04 22:45:42.993146,,t
2023-12-04 22:45:43.681122,,e
2023-12-04 22:45:44.286436,807870.jpg,
2023-12-04 22:45:49.358858,807831.jpg,
2023-12-04 22:45:52.242132,,Key.space
2023-12-04 22:45:52.706685,,r
2023-12-04 22:45:54.400865,807827.jpg,
2023-12-04 22:45:59.449202,807752.jpg,
2023-12-04 22:46:04.490742,807721.jpg,
2023-12-04 22:46:09.560117,807719.jpg,
2023-12-04 22:46:14.622624,807785.jpg,
2023-12-04 22:46:19.705588,807872.jpg,
2023-12-04 22:46:24.760274,807862.jpg,
2023-12-04 22:46:29.820334,807731.jpg,
2023-12-04 22:46:34.872239,807798.jpg,
2023-12-04 22:46:39.925033,807887.jpg,
2023-12-04 22:46:44.970195,807715.jpg,
2023-12-04 22:46:50.016345,807859.jpg,
2023-12-04 22:46:55.061660,807895.jpg,
