timestamp,image_name,key
2023-12-04 16:15:43.740677,807715.jpg,
2023-12-04 16:15:48.818507,807785.jpg,
2023-12-04 16:15:49.833603,,d
2023-12-04 16:15:50.054369,,q
2023-12-04 16:15:50.054887,,w
2023-12-04 16:15:52.873775,,Key.esc
