timestamp,image_name,key
2023-12-04 16:16:54.460639,807719.jpg,
2023-12-04 16:16:59.554346,807731.jpg,
2023-12-04 16:17:04.614465,807798.jpg,
2023-12-04 16:17:09.694361,807833.jpg,
2023-12-04 16:17:14.795974,807872.jpg,
2023-12-04 16:17:15.239016,,Key.esc
