timestamp,image_name,key
2023-12-04 16:25:36.200023,807752.jpg,
2023-12-04 16:25:40.922196,,
2023-12-04 16:25:40.931095,,Key.tab
2023-12-04 16:25:41.239609,807870.jpg,
2023-12-04 16:25:44.338530,,c
2023-12-04 16:25:44.366609,,a
2023-12-04 16:25:44.396745,,s
2023-12-04 16:25:44.772314,,Key.esc
