timestamp,image_name,key
2023-12-04 16:10:00.941670,807715.jpg,
2023-12-04 16:10:03.396840,,d
2023-12-04 16:10:03.513244,,a
2023-12-04 16:10:03.513792,,s
2023-12-04 16:10:03.917348,,s
2023-12-04 16:10:03.978406,,d
2023-12-04 16:10:04.068009,,a
2023-12-04 16:10:04.998755,,m
2023-12-04 16:10:05.267057,,m
2023-12-04 16:10:05.508291,,m
2023-12-04 16:10:05.509066,,k
2023-12-04 16:10:05.808017,,l
2023-12-04 16:10:05.808717,,k
2023-12-04 16:10:05.839509,,m
2023-12-04 16:10:06.033143,807793.jpg,
2023-12-04 16:10:06.198349,,m
2023-12-04 16:10:06.199003,,k
2023-12-04 16:10:06.723400,,e
2023-12-04 16:10:06.813356,,q
2023-12-04 16:10:06.813971,,w
2023-12-04 16:10:07.323694,,3
2023-12-04 16:10:07.412738,,2
2023-12-04 16:10:07.548522,,4
2023-12-04 16:10:07.908065,,Key.esc
