time,left_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_point_on_display_area,right_gaze_point_validity,left_pupil_diameter,left_pupil_validity,right_pupil_diameter,right_pupil_validity,fixation_center,eye_state
1.1774225234985352,"(0.6016630530357361, 0.6523728370666504)",1,"(0.5936148762702942, 0.6301184892654419)",1,3.499130249023437,1,3.047698974609375,1,"(0.5850114186604818, 0.6628275096416474)",Fixation
1.1940040588378906,"(0.5973131060600281, 0.6633502840995789)",1,"(0.5964187979698181, 0.6306038498878479)",1,3.5102081298828125,1,3.039657592773437,1,"(0.5850114186604818, 0.6628275096416474)",Fixation
1.2101335525512695,"(0.595828652381897, 0.6616880297660828)",1,"(0.5986286401748657, 0.6274109482765198)",1,3.5069580078125,1,3.036651611328125,1,"(0.5850114186604818, 0.6628275096416474)",Fixation
1.2271199226379397,"(0.5968836545944214, 0.6530365347862244)",1,"(0.5975531339645386, 0.6299872398376465)",1,3.49462890625,1,3.0384979248046875,1,"(0.5850114186604818, 0.6628275096416474)",Fixation
1.2352492809295654,"(0.5979925990104675, 0.6534324288368225)",1,"(0.5964033007621765, 0.634762167930603)",1,3.5033721923828125,1,3.0555572509765625,1,"(0.5850114186604818, 0.6628275096416474)",Fixation
1.2606205940246582,"(0.5968645811080933, 0.6524282693862915)",1,"(0.5985749959945679, 0.6357412338256836)",1,3.4918670654296875,1,3.0703887939453125,1,"(0.5850114186604818, 0.6628275096416474)",Fixation
1.2699897289276123,"(0.5957239866256714, 0.6478548645973206)",1,"(0.600307047367096, 0.6378904581069946)",1,3.484832763671875,1,3.068084716796875,1,"(0.5850114186604818, 0.6628275096416474)",Fixation
1.2935919761657717,"(0.5981053113937378, 0.6431854367256165)",1,"(0.5992060899734497, 0.6426312327384949)",1,3.4975738525390625,1,3.074203491210937,1,"(0.5850114186604818, 0.6628275096416474)",Fixation
1.3030166625976562,"(0.6047536134719849, 0.6441220045089722)",1,"(0.5948024392127991, 0.6973409652709961)",1,3.5035400390625,1,3.02593994140625,1,"(0.5850114186604818, 0.6628275096416474)",Fixation
1.3192753791809082,"(0.6067929863929749, 0.6372626423835754)",1,"(0.5865423679351807, 0.7489725351333618)",1,3.475006103515625,1,2.905624389648437,1,"(0.5850114186604818, 0.6628275096416474)",Fixation
1.335486650466919,"(None, None)",0,"(None, None)",0,,0,,0,"(None, None)",Blink
1.3486435413360596,"(None, None)",0,"(None, None)",0,,0,,0,"(None, None)",Blink
1.367483615875244,"(None, None)",0,"(None, None)",0,,0,,0,"(None, None)",Blink
1.3861792087554932,"(None, None)",0,"(None, None)",0,,0,,0,"(None, None)",Blink
1.4028196334838867,"(None, None)",0,"(None, None)",0,,0,,0,"(None, None)",Blink
1.41959810256958,"(None, None)",0,"(None, None)",0,,0,,0,"(None, None)",Blink
1.4360613822937012,"(None, None)",0,"(None, None)",0,,0,,0,"(None, None)",Blink
1.4485540390014648,"(None, None)",0,"(None, None)",0,,0,,0,"(None, None)",Blink
1.4699444770812988,"(None, None)",0,"(None, None)",0,,0,,0,"(None, None)",Blink
1.482224464416504,"(None, None)",0,"(None, None)",0,,0,,0,"(None, None)",Blink
1.5106265544891355,"(0.5933815240859985, 0.6922592520713806)",1,"(0.5677776336669922, 0.7334485054016113)",1,3.427352905273437,1,2.844512939453125,1,"(None, None)",Saccade
1.5190110206604004,"(0.6005750298500061, 0.6515092849731445)",1,"(0.5677776336669922, 0.7334485054016113)",1,3.5622711181640625,1,2.844512939453125,1,"(0.605596580288627, 0.6205904375423085)",Fixation
1.5360047817230225,"(0.6039595007896423, 0.6182305812835693)",1,"(0.6080359816551208, 0.6039775013923645)",1,3.574188232421875,1,3.022323608398437,1,"(0.605596580288627, 0.6205904375423085)",Fixation
1.5606420040130615,"(0.6064902544021606, 0.629239022731781)",1,"(0.6038945317268372, 0.6133226752281189)",1,3.5310821533203125,1,3.069580078125,1,"(0.605596580288627, 0.6205904375423085)",Fixation
1.5772528648376465,"(0.6046900749206543, 0.622577428817749)",1,"(0.601685643196106, 0.6127303838729858)",1,3.559906005859375,1,3.0923309326171875,1,"(0.605596580288627, 0.6205904375423085)",Fixation
1.5938775539398191,"(0.6028753519058228, 0.6185733675956726)",1,"(0.6047705411911011, 0.6030732989311218)",1,3.560409545898437,1,3.0850067138671875,1,"(0.605596580288627, 0.6205904375423085)",Fixation
1.61016583442688,"(0.6101378202438354, 0.6148734092712402)",1,"(0.6037213206291199, 0.5987117290496826)",1,3.56390380859375,1,3.088897705078125,1,"(0.605596580288627, 0.6205904375423085)",Fixation
1.626753330230713,"(0.6093798279762268, 0.6101022958755493)",1,"(0.6040788292884827, 0.6051855087280273)",1,3.577011108398437,1,3.0989532470703125,1,"(0.605596580288627, 0.6205904375423085)",Fixation
1.6356828212738037,"(0.6121181845664978, 0.6128954291343689)",1,"(0.6033115983009338, 0.6069146394729614)",1,3.5847625732421875,1,3.1012420654296875,1,"(0.605596580288627, 0.6205904375423085)",Fixation
