timestamp,left_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_point_on_display_area,right_gaze_point_validity,left_pupil_diameter,left_pupil_validity,right_pupil_diameter,right_pupil_validity
2023-12-11 18:33:12.896597,"(0.18635737895965576, 0.5063096880912781)",1,"(0.17591658234596252, 0.47505542635917664)",1,5.3289031982421875,1,4.9346466064453125,1
2023-12-11 18:33:12.913889,"(0.19292274117469788, 0.5069561004638672)",1,"(0.17662665247917175, 0.4746796786785126)",1,5.345458984375,1,4.9403839111328125,1
2023-12-11 18:33:12.929131,"(0.1925523728132248, 0.5061052441596985)",1,"(0.17709451913833618, 0.47266387939453125)",1,5.347991943359375,1,4.9432220458984375,1
2023-12-11 18:33:12.946991,"(0.18742705881595612, 0.5040369033813477)",1,"(0.18412086367607117, 0.47449883818626404)",1,5.3406219482421875,1,4.982177734375,1
2023-12-11 18:33:12.962439,"(0.18704809248447418, 0.4970768988132477)",1,"(0.18504992127418518, 0.4796074628829956)",1,5.3446044921875,1,4.978424072265625,1
2023-12-11 18:33:12.980319,"(0.1866072714328766, 0.4938824772834778)",1,"(0.179873988032341, 0.47615566849708557)",1,5.3455657958984375,1,4.9582061767578125,1
2023-12-11 18:33:12.996325,"(0.18687178194522858, 0.49563562870025635)",1,"(0.17832811176776886, 0.47494733333587646)",1,5.3491058349609375,1,4.96484375,1
2023-12-11 18:33:13.013807,"(0.18540488183498383, 0.4926427900791168)",1,"(0.17610980570316315, 0.47800567746162415)",1,5.341461181640625,1,4.953704833984375,1
2023-12-11 18:33:13.029139,"(0.1856999546289444, 0.4960445463657379)",1,"(0.17545300722122192, 0.47417110204696655)",1,5.3453216552734375,1,4.957061767578125,1
2023-12-11 18:33:13.047284,"(0.18758942186832428, 0.49841514229774475)",1,"(0.176505908370018, 0.4723701477050781)",1,5.3589935302734375,1,4.968353271484375,1
2023-12-11 18:33:13.063083,"(0.18799154460430145, 0.49681615829467773)",1,"(0.1759205311536789, 0.46946021914482117)",1,5.36248779296875,1,4.967681884765625,1
2023-12-11 18:33:13.079220,"(0.18669165670871735, 0.4925655722618103)",1,"(0.1748836636543274, 0.46940821409225464)",1,5.3579864501953125,1,4.9727020263671875,1
2023-12-11 18:33:13.096435,"(0.18689113855361938, 0.4933299422264099)",1,"(0.17629410326480865, 0.47340595722198486)",1,5.3591766357421875,1,4.98028564453125,1
2023-12-11 18:33:13.113734,"(0.1908823698759079, 0.500176191329956)",1,"(0.17491523921489716, 0.479572057723999)",1,5.3643035888671875,1,4.9751129150390625,1
2023-12-11 18:33:13.129046,"(0.18973034620285034, 0.4974263310432434)",1,"(0.17620545625686646, 0.47804901003837585)",1,5.3694305419921875,1,4.974609375,1
2023-12-11 18:33:13.147365,"(0.18916822969913483, 0.4966537356376648)",1,"(0.180995374917984, 0.4744267463684082)",1,5.3785400390625,1,4.993408203125,1
2023-12-11 18:33:13.163130,"(0.18962013721466064, 0.4964846670627594)",1,"(0.18075433373451233, 0.4726494252681732)",1,5.381927490234375,1,5.001190185546875,1
2023-12-11 18:33:13.179776,"(0.1905749887228012, 0.4966726005077362)",1,"(0.1767716258764267, 0.4736975431442261)",1,5.3842926025390625,1,5.00146484375,1
2023-12-11 18:33:13.196333,"(0.18973714113235474, 0.4950631260871887)",1,"(0.17666949331760406, 0.4711741805076599)",1,5.392120361328125,1,5.009246826171875,1
2023-12-11 18:33:13.213548,"(0.18234215676784515, 0.49084392189979553)",1,"(0.17731767892837524, 0.46760913729667664)",1,5.3901824951171875,1,5.003326416015625,1
2023-12-11 18:33:13.229882,"(0.18192848563194275, 0.4948436915874481)",1,"(0.17727024853229523, 0.46934226155281067)",1,5.3909454345703125,1,5.01104736328125,1
2023-12-11 18:33:13.246452,"(0.18579593300819397, 0.4941403865814209)",1,"(0.1783035844564438, 0.4657738208770752)",1,5.394775390625,1,5.0145416259765625,1
2023-12-11 18:33:13.262349,"(0.18549232184886932, 0.4930278956890106)",1,"(0.1784515529870987, 0.46136799454689026)",1,5.4012298583984375,1,5.0194091796875,1
2023-12-11 18:33:13.280221,"(0.18888913094997406, 0.49523094296455383)",1,"(0.17669710516929626, 0.4577178955078125)",1,5.4300079345703125,1,5.027435302734375,1
2023-12-11 18:33:13.296485,"(0.18967631459236145, 0.4947044849395752)",1,"(0.1758040338754654, 0.4605070948600769)",1,5.4357452392578125,1,5.0382080078125,1
2023-12-11 18:33:13.313095,"(0.18611730635166168, 0.49176961183547974)",1,"(0.17673420906066895, 0.4632583558559418)",1,5.423431396484375,1,5.04766845703125,1
2023-12-11 18:33:13.329538,"(0.21261535584926605, 0.48649024963378906)",1,"(0.21590332686901093, 0.4617648720741272)",1,5.4618988037109375,1,5.0838470458984375,1
2023-12-11 18:33:13.346393,"(0.24001123011112213, 0.4944239556789398)",1,"(0.24224914610385895, 0.4591156840324402)",1,5.4882354736328125,1,5.0696258544921875,1
