timestamp,left_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_point_on_display_area,right_gaze_point_validity,left_pupil_diameter,left_pupil_validity,right_pupil_diameter,right_pupil_validity,stimuli
2023-12-04 22:45:21.192821,"(0.6418103575706482, 0.28086644411087036)",1,"(0.6539339423179626, 0.18697236478328705)",1,3.780197143554688,1,3.31817626953125,1,
2023-12-04 22:45:21.210504,"(0.6398063898086548, 0.2831127643585205)",1,"(0.6584408283233643, 0.1920841932296753)",1,3.7907867431640634,1,3.3614959716796875,1,
2023-12-04 22:45:21.226092,"(0.6429755091667175, 0.2857555150985718)",1,"(0.6890357136726379, 0.18485647439956665)",1,3.794769287109375,1,3.3508758544921875,1,
2023-12-04 22:45:21.243778,"(0.6452013850212097, 0.28838199377059937)",1,"(0.6905378699302673, 0.18512184917926788)",1,3.7972259521484375,1,3.3526763916015625,1,
2023-12-04 22:45:21.259922,"(0.6470018029212952, 0.28643929958343506)",1,"(0.6910393834114075, 0.18511217832565308)",1,3.80535888671875,1,3.364471435546875,1,
2023-12-04 22:45:21.277173,"(0.6474392414093018, 0.29321449995040894)",1,"(0.6898402571678162, 0.18620043992996216)",1,3.8167877197265625,1,3.369476318359375,1,
2023-12-04 22:45:21.292832,"(0.6487958431243896, 0.3009054958820343)",1,"(0.6889474391937256, 0.19083842635154724)",1,3.825973510742188,1,3.3809356689453125,1,
2023-12-04 22:45:21.310538,"(0.6463021039962769, 0.2986752986907959)",1,"(0.6872397661209106, 0.193691223859787)",1,3.828521728515625,1,3.392852783203125,1,
2023-12-04 22:45:21.326016,"(0.6491902470588684, 0.30239933729171753)",1,"(0.6864814162254333, 0.19426077604293823)",1,3.833648681640625,1,3.40789794921875,1,
2023-12-04 22:45:21.343683,"(0.6554462313652039, 0.2933995723724365)",1,"(0.6871857047080994, 0.19404906034469604)",1,3.857879638671875,1,3.40997314453125,1,
2023-12-04 22:45:21.359349,"(0.6533453464508057, 0.3041888177394867)",1,"(0.6710562109947205, 0.2147669494152069)",1,3.8643798828125,1,3.4226226806640625,1,
2023-12-04 22:45:21.376633,"(0.6563477516174316, 0.30605804920196533)",1,"(0.6705606579780579, 0.21882641315460205)",1,3.87939453125,1,3.43634033203125,1,
2023-12-04 22:45:21.392683,"(0.6551420092582703, 0.29638057947158813)",1,"(0.667976438999176, 0.21999582648277283)",1,3.9050445556640634,1,3.4628448486328125,1,
2023-12-04 22:45:21.409795,"(0.652235209941864, 0.28458544611930847)",1,"(0.6692131757736206, 0.22384856641292572)",1,3.9225921630859375,1,3.474716186523437,1,
2023-12-04 22:45:21.426153,"(0.6513981223106384, 0.2874907851219177)",1,"(0.6751434803009033, 0.21680912375450134)",1,3.9471435546875,1,3.5107574462890625,1,
2023-12-04 22:45:21.443836,"(0.6499319672584534, 0.30163633823394775)",1,"(0.6733515858650208, 0.2134828269481659)",1,3.95733642578125,1,3.5336151123046875,1,
2023-12-04 22:45:21.460160,"(0.6558542251586914, 0.30662187933921814)",1,"(0.6727399826049805, 0.21351957321166992)",1,3.9820709228515625,1,3.558013916015625,1,
2023-12-04 22:45:21.477080,"(0.6539061069488525, 0.2866746187210083)",1,"(0.6725404262542725, 0.21847468614578247)",1,4.006256103515625,1,3.5712432861328125,1,
2023-12-04 22:45:21.493196,"(0.6634096503257751, 0.28799453377723694)",1,"(0.6610689759254456, 0.25474274158477783)",1,4.024993896484375,1,3.5439910888671875,1,
2023-12-04 22:45:21.508342,"(0.6676056981086731, 0.3030370771884918)",1,"(0.6661911010742188, 0.2761387825012207)",1,4.02862548828125,1,3.5321044921875,1,
2023-12-04 22:45:21.525017,"(nan, nan)",0,"(nan, nan)",0,,0,,0,
2023-12-04 22:45:21.542579,"(nan, nan)",0,"(nan, nan)",0,,0,,0,
2023-12-04 22:45:21.557572,"(nan, nan)",0,"(nan, nan)",0,,0,,0,
2023-12-04 22:45:21.575571,"(nan, nan)",0,"(nan, nan)",0,,0,,0,
2023-12-04 22:45:21.592676,"(0.5084740519523621, 0.5287035703659058)",1,"(0.5871779322624207, 0.532791256904602)",1,4.026580810546875,1,2.9643707275390625,1,
2023-12-04 22:45:21.609990,"(0.5236814022064209, 0.5127946138381958)",1,"(0.5597898364067078, 0.44617462158203125)",1,4.0565948486328125,1,3.400360107421875,1,
2023-12-04 22:45:21.626017,"(0.5257508754730225, 0.49123522639274597)",1,"(0.5282647013664246, 0.40687569975852966)",1,4.1339874267578125,1,3.721893310546875,1,
2023-12-04 22:45:21.643744,"(0.5261158347129822, 0.49095869064331055)",1,"(0.5308559536933899, 0.4248935580253601)",1,4.210662841796875,1,3.729156494140625,1,
2023-12-04 22:45:21.659500,"(0.5308146476745605, 0.47784146666526794)",1,"(0.5328607559204102, 0.4235130250453949)",1,4.2525634765625,1,3.765579223632813,1,
2023-12-04 22:45:21.676816,"(0.5273917317390442, 0.4781188666820526)",1,"(0.5304215550422668, 0.4173152446746826)",1,4.2935638427734375,1,3.797515869140625,1,
2023-12-04 22:45:21.693012,"(0.5228845477104187, 0.4774709641933441)",1,"(0.53004390001297, 0.4111584424972534)",1,4.32232666015625,1,3.8315582275390634,1,
2023-12-04 22:45:21.709444,"(0.5257207155227661, 0.4586626887321472)",1,"(0.5329018831253052, 0.4115082025527954)",1,4.3246612548828125,1,3.8609466552734375,1,
2023-12-04 22:45:21.726418,"(0.528178334236145, 0.46524375677108765)",1,"(0.5338895916938782, 0.4031137526035309)",1,4.346038818359375,1,3.8828125,1,
2023-12-04 22:45:21.742832,"(0.5278286337852478, 0.46621716022491455)",1,"(0.5324836373329163, 0.39456167817115784)",1,4.3697357177734375,1,3.8941497802734375,1,
2023-12-04 22:45:21.759487,"(0.528261661529541, 0.4625729024410248)",1,"(0.5301051139831543, 0.3933759331703186)",1,4.396881103515625,1,3.9263916015625,1,
2023-12-04 22:45:21.776164,"(0.5306013822555542, 0.46362051367759705)",1,"(0.5322031378746033, 0.38811665773391724)",1,4.427734375,1,3.956573486328125,1,
2023-12-04 22:45:21.792846,"(0.5039341449737549, 0.4586305618286133)",1,"(0.5187017321586609, 0.4068363606929779)",1,4.495330810546875,1,4.0066680908203125,1,
2023-12-04 22:45:21.809502,"(0.4652845561504364, 0.4555996358394623)",1,"(0.49824008345603943, 0.42785948514938354)",1,4.54901123046875,1,4.0187835693359375,1,
2023-12-04 22:45:21.826163,"(0.32838475704193115, 0.559623658657074)",1,"(0.3446993827819824, 0.5232456922531128)",1,4.572067260742188,1,4.0606536865234375,1,
2023-12-04 22:45:21.843643,"(0.33502060174942017, 0.5455971956253052)",1,"(0.3453085720539093, 0.5346836447715759)",1,4.564743041992188,1,4.095611572265625,1,
2023-12-04 22:45:21.859471,"(0.33699503540992737, 0.5458022952079773)",1,"(0.34520378708839417, 0.5304073691368103)",1,4.5701904296875,1,4.0894775390625,1,
2023-12-04 22:45:21.876156,"(0.3402366638183594, 0.5564764142036438)",1,"(0.34860122203826904, 0.5298566222190857)",1,4.5763092041015625,1,4.093765258789063,1,
2023-12-04 22:45:21.893752,"(0.34357380867004395, 0.5580288171768188)",1,"(0.3497692942619324, 0.5279731750488281)",1,4.5872955322265625,1,4.1093292236328125,1,
2023-12-04 22:45:21.909477,"(0.34545451402664185, 0.564288854598999)",1,"(0.34723421931266785, 0.5223063826560974)",1,4.612213134765625,1,4.089935302734375,1,
2023-12-04 22:45:21.926164,"(0.3461292088031769, 0.5621142983436584)",1,"(0.34742048382759094, 0.5248823165893555)",1,4.622817993164063,1,4.0953521728515625,1,
2023-12-04 22:45:21.942823,"(0.3418281674385071, 0.5520361065864563)",1,"(0.3521980941295624, 0.5390764474868774)",1,4.6153106689453125,1,4.137741088867188,1,
2023-12-04 22:45:21.959749,"(0.33890995383262634, 0.5497943758964539)",1,"(0.3506932556629181, 0.5328888893127441)",1,4.61871337890625,1,4.131195068359375,1,
2023-12-04 22:45:21.976748,"(0.3435121774673462, 0.5496772527694702)",1,"(0.3435418903827667, 0.5114613175392151)",1,4.61944580078125,1,4.080612182617188,1,
2023-12-04 22:45:21.992930,"(0.34248295426368713, 0.5462297201156616)",1,"(0.3445085883140564, 0.5114976167678833)",1,4.6192169189453125,1,4.073898315429688,1,
2023-12-04 22:45:22.009420,"(0.3487685024738312, 0.5421628952026367)",1,"(0.3593136668205261, 0.5111739635467529)",1,4.634368896484375,1,4.092697143554688,1,
2023-12-04 22:45:22.026143,"(0.3649718463420868, 0.534257709980011)",1,"(0.37681493163108826, 0.4961536228656769)",1,4.637496948242188,1,4.078857421875,1,
2023-12-04 22:45:22.042830,"(0.368534654378891, 0.5197979211807251)",1,"(0.3755611479282379, 0.48315221071243286)",1,4.625259399414063,1,4.045867919921875,1,
2023-12-04 22:45:22.059492,"(0.3703242838382721, 0.5145842432975769)",1,"(0.3745877742767334, 0.48181581497192383)",1,4.6254730224609375,1,4.04150390625,1,
2023-12-04 22:45:22.076162,"(0.368219256401062, 0.5141863226890564)",1,"(0.3777901530265808, 0.48508498072624207)",1,4.620330810546875,1,4.04339599609375,1,
2023-12-04 22:45:22.092162,"(0.3684985637664795, 0.5129131078720093)",1,"(0.37643229961395264, 0.4834027588367462)",1,4.608123779296875,1,4.0291595458984375,1,
2023-12-04 22:45:22.109437,"(0.3795325756072998, 0.5112552642822266)",1,"(0.37313029170036316, 0.4805610775947571)",1,4.59356689453125,1,4.000030517578125,1,
2023-12-04 22:45:22.125438,"(0.38098791241645813, 0.5059815049171448)",1,"(0.3762998580932617, 0.4839910566806793)",1,4.584030151367188,1,3.983810424804688,1,
2023-12-04 22:45:22.142813,"(0.37166595458984375, 0.5039121508598328)",1,"(0.37650054693222046, 0.48134228587150574)",1,4.5711669921875,1,3.98260498046875,1,
2023-12-04 22:45:22.159374,"(0.37168172001838684, 0.5096407532691956)",1,"(0.37675848603248596, 0.4748482406139374)",1,4.55853271484375,1,3.971527099609375,1,
2023-12-04 22:45:22.176342,"(0.38407978415489197, 0.5128768086433411)",1,"(0.3753150999546051, 0.47171175479888916)",1,4.5492095947265625,1,3.9658050537109375,1,
2023-12-04 22:45:22.192822,"(0.38334816694259644, 0.5047374963760376)",1,"(0.3751996159553528, 0.47259923815727234)",1,4.531219482421875,1,3.953582763671875,1,
2023-12-04 22:45:22.209848,"(0.3759032189846039, 0.5120733976364136)",1,"(0.3757385313510895, 0.4692980945110321)",1,4.5175323486328125,1,3.9512786865234375,1,
2023-12-04 22:45:22.225147,"(0.3752746284008026, 0.514583945274353)",1,"(0.37459877133369446, 0.46619030833244324)",1,4.5077972412109375,1,3.954757690429688,1,
2023-12-04 22:45:22.242813,"(0.37924814224243164, 0.5118463635444641)",1,"(0.3753648102283478, 0.4659246802330017)",1,4.5053253173828125,1,3.956466674804688,1,
2023-12-04 22:45:22.259485,"(0.379628449678421, 0.5112022757530212)",1,"(0.3760525584220886, 0.4634295403957367)",1,4.496353149414063,1,3.9387359619140634,1,
2023-12-04 22:45:22.276023,"(0.37327030301094055, 0.5101779699325562)",1,"(0.37404513359069824, 0.4643205404281616)",1,4.484130859375,1,3.92535400390625,1,
2023-12-04 22:45:22.292688,"(0.3716180920600891, 0.5067822337150574)",1,"(0.3738686740398407, 0.46282491087913513)",1,4.478424072265625,1,3.9270172119140634,1,
2023-12-04 22:45:22.309354,"(0.36363860964775085, 0.49937060475349426)",1,"(0.3740893304347992, 0.4666839838027954)",1,4.468170166015625,1,3.938064575195313,1,
2023-12-04 22:45:22.325092,"(0.3641224801540375, 0.5031629800796509)",1,"(0.3745407164096832, 0.4678373336791992)",1,4.464859008789063,1,3.935470581054688,1,
2023-12-04 22:45:22.342436,"(0.36336958408355713, 0.5020927786827087)",1,"(0.37708863615989685, 0.4666078984737396)",1,4.45892333984375,1,3.934661865234375,1,
2023-12-04 22:45:22.359124,"(0.36325541138648987, 0.5016105771064758)",1,"(0.37742874026298523, 0.46653392910957336)",1,4.451705932617188,1,3.9294586181640634,1,
2023-12-04 22:45:22.377169,"(0.36318349838256836, 0.5002370476722717)",1,"(0.37410759925842285, 0.4620278775691986)",1,4.440689086914063,1,3.9078216552734375,1,
2023-12-04 22:45:22.392802,"(0.3638196885585785, 0.49950647354125977)",1,"(0.3733232319355011, 0.4604918956756592)",1,4.43682861328125,1,3.9034423828125,1,
2023-12-04 22:45:22.409489,"(0.3659713864326477, 0.5040995478630066)",1,"(0.37347477674484253, 0.4626401662826538)",1,4.432464599609375,1,3.901046752929688,1,
2023-12-04 22:45:22.426112,"(0.36657556891441345, 0.5029614567756653)",1,"(0.3733845055103302, 0.4668835997581482)",1,4.4344329833984375,1,3.902069091796875,1,
2023-12-04 22:45:22.442836,"(0.3672623634338379, 0.5005850791931152)",1,"(0.3738456666469574, 0.4645492434501648)",1,4.44940185546875,1,3.912017822265625,1,
2023-12-04 22:45:22.477833,"(0.3646193742752075, 0.4980880320072174)",1,"(0.36830300092697144, 0.466844379901886)",1,4.438079833984375,1,3.93939208984375,1,
2023-12-04 22:45:22.480838,"(0.5085127949714661, 0.4459284842014313)",1,"(0.5535598993301392, 0.3586849272251129)",1,4.495147705078125,1,3.9441986083984375,1,
2023-12-04 22:45:22.491834,"(0.5418485999107361, 0.4300498962402344)",1,"(0.575020432472229, 0.35511285066604614)",1,4.5059814453125,1,3.936111450195313,1,
2023-12-04 22:45:22.509835,"(0.5759482383728027, 0.41066035628318787)",1,"(0.5912885665893555, 0.3484309911727905)",1,4.52838134765625,1,3.957244873046875,1,
2023-12-04 22:45:22.525846,"(0.5798859596252441, 0.40554603934288025)",1,"(0.5918445587158203, 0.3503006100654602)",1,4.5450286865234375,1,3.974884033203125,1,
2023-12-04 22:45:22.542849,"(0.5782686471939087, 0.40914618968963623)",1,"(0.5886361598968506, 0.3474341034889221)",1,4.54833984375,1,3.9745025634765625,1,
2023-12-04 22:45:22.558478,"(0.5769093036651611, 0.41723525524139404)",1,"(0.5868012309074402, 0.3507560193538666)",1,4.548919677734375,1,3.975250244140625,1,
2023-12-04 22:45:22.576145,"(0.5756896734237671, 0.42248204350471497)",1,"(0.5875672698020935, 0.35246139764785767)",1,4.5504302978515625,1,3.9736328125,1,
2023-12-04 22:45:22.591814,"(0.5751329660415649, 0.4177141785621643)",1,"(0.5848367810249329, 0.3556264042854309)",1,4.5543212890625,1,3.986083984375,1,
2023-12-04 22:45:22.609491,"(0.5728985071182251, 0.4160347282886505)",1,"(0.5835981369018555, 0.3754151463508606)",1,4.5690460205078125,1,4.028076171875,1,
2023-12-04 22:45:22.625168,"(0.5708816647529602, 0.4162885844707489)",1,"(0.5839330554008484, 0.3794715106487274)",1,4.579147338867188,1,4.037384033203125,1,
2023-12-04 22:45:22.644283,"(0.573342502117157, 0.4082292318344116)",1,"(0.5833474397659302, 0.3643130958080292)",1,4.5936279296875,1,4.0194854736328125,1,
2023-12-04 22:45:22.659300,"(0.5716646313667297, 0.4092533588409424)",1,"(0.5833103060722351, 0.36231154203414917)",1,4.60455322265625,1,4.0269317626953125,1,
2023-12-04 22:45:22.676298,"(0.576156497001648, 0.4400014579296112)",1,"(0.583598256111145, 0.3678169250488281)",1,4.6529693603515625,1,4.036285400390625,1,
2023-12-04 22:45:22.692821,"(0.578207790851593, 0.436829149723053)",1,"(0.5802117586135864, 0.3679010272026062)",1,4.666534423828125,1,4.0463409423828125,1,
2023-12-04 22:45:22.709508,"(0.5730398297309875, 0.4272010624408722)",1,"(0.5743916630744934, 0.3867417871952057)",1,4.6526947021484375,1,4.0396728515625,1,
2023-12-04 22:45:22.724143,"(0.5701386332511902, 0.44760560989379883)",1,"(0.5641250014305115, 0.4104118049144745)",1,4.677169799804688,1,4.0418548583984375,1,
2023-12-04 22:45:22.740728,"(nan, nan)",0,"(nan, nan)",0,,0,,0,
2023-12-04 22:45:22.757337,"(nan, nan)",0,"(nan, nan)",0,,0,,0,
2023-12-04 22:45:22.775145,"(nan, nan)",0,"(nan, nan)",0,,0,,0,
2023-12-04 22:45:22.792102,"(0.4852828085422516, 0.3373677730560303)",1,"(0.5296261310577393, 0.33524277806282043)",1,4.680953979492188,1,3.836380004882813,1,
2023-12-04 22:45:22.809486,"(0.4899623394012451, 0.3482395112514496)",1,"(0.49160462617874146, 0.29712924361228943)",1,4.654098510742188,1,4.0239105224609375,1,
2023-12-04 22:45:22.825165,"(0.4876977503299713, 0.35045504570007324)",1,"(0.49792808294296265, 0.29834115505218506)",1,4.6585693359375,1,4.085464477539063,1,
2023-12-04 22:45:22.842824,"(0.4868221580982208, 0.35009944438934326)",1,"(0.5000975131988525, 0.29906755685806274)",1,4.69195556640625,1,4.0762481689453125,1,
2023-12-04 22:45:22.858478,"(0.4850558042526245, 0.3468254506587982)",1,"(0.4971967339515686, 0.29857009649276733)",1,4.68939208984375,1,4.070770263671875,1,
2023-12-04 22:45:22.875859,"(0.4847666025161743, 0.3585242033004761)",1,"(0.49674659967422485, 0.29811567068099976)",1,4.7017669677734375,1,4.075927734375,1,
2023-12-04 22:45:22.892211,"(0.4836864769458771, 0.3550885021686554)",1,"(0.4967506527900696, 0.3007639944553375)",1,4.7052154541015625,1,4.079742431640625,1,
2023-12-04 22:45:22.909577,"(0.4857245981693268, 0.3444626033306122)",1,"(0.4972659647464752, 0.30563172698020935)",1,4.6937255859375,1,4.0955963134765625,1,
2023-12-04 22:45:22.925150,"(0.4867345690727234, 0.34335988759994507)",1,"(0.4985519051551819, 0.3021700978279114)",1,4.70037841796875,1,4.096710205078125,1,
2023-12-04 22:45:22.942822,"(0.4845358729362488, 0.34172993898391724)",1,"(0.49792149662971497, 0.2974710762500763)",1,4.711517333984375,1,4.08868408203125,1,
2023-12-04 22:45:22.958500,"(0.4873189926147461, 0.3466857373714447)",1,"(0.49525636434555054, 0.2982552647590637)",1,4.721343994140625,1,4.0936126708984375,1,
2023-12-04 22:45:22.976161,"(0.4861055016517639, 0.34490227699279785)",1,"(0.4953983724117279, 0.30584245920181274)",1,4.731170654296875,1,4.095947265625,1,
2023-12-04 22:45:22.991819,"(0.484218955039978, 0.35106462240219116)",1,"(0.4982117712497711, 0.31011807918548584)",1,4.73291015625,1,4.100982666015625,1,
2023-12-04 22:45:23.008865,"(0.4814950227737427, 0.3516642451286316)",1,"(0.4973798394203186, 0.3061949908733368)",1,4.716583251953125,1,4.1040802001953125,1,
2023-12-04 22:45:23.025190,"(0.4828783869743347, 0.3554285168647766)",1,"(0.49637505412101746, 0.30745959281921387)",1,4.72064208984375,1,4.1041107177734375,1,
2023-12-04 22:45:23.041842,"(0.48473939299583435, 0.36739519238471985)",1,"(0.49862754344940186, 0.3085486590862274)",1,4.7375030517578125,1,4.111618041992188,1,
2023-12-04 22:45:23.058503,"(0.48611536622047424, 0.37154659628868103)",1,"(0.4983469247817993, 0.3124421238899231)",1,4.7437591552734375,1,4.123947143554688,1,
2023-12-04 22:45:23.075187,"(0.48839226365089417, 0.37526625394821167)",1,"(0.4973211884498596, 0.3115037977695465)",1,4.7597198486328125,1,4.1214599609375,1,
2023-12-04 22:45:23.092228,"(0.4906061291694641, 0.37255859375)",1,"(0.4975965619087219, 0.3053126335144043)",1,4.756500244140625,1,4.124267578125,1,
2023-12-04 22:45:23.109534,"(0.48980849981307983, 0.37555932998657227)",1,"(0.49595001339912415, 0.30856743454933167)",1,4.757415771484375,1,4.126434326171875,1,
2023-12-04 22:45:23.125157,"(0.49113431572914124, 0.3803802728652954)",1,"(0.49389293789863586, 0.30996647477149963)",1,4.7576751708984375,1,4.1180419921875,1,
2023-12-04 22:45:23.142821,"(0.5050162076950073, 0.3932782709598541)",1,"(0.49447423219680786, 0.3100649416446686)",1,4.776947021484375,1,4.1080322265625,1,
2023-12-04 22:45:23.158501,"(0.5019920468330383, 0.3960479199886322)",1,"(0.4955882132053375, 0.31555867195129395)",1,4.782028198242188,1,4.1078948974609375,1,
2023-12-04 22:45:23.175920,"(0.4931029677391052, 0.3995005786418915)",1,"(0.4932727813720703, 0.31885457038879395)",1,4.774185180664063,1,4.117950439453125,1,
2023-12-04 22:45:23.191834,"(0.4909130334854126, 0.3999253213405609)",1,"(0.4925844073295593, 0.3177873194217682)",1,4.775924682617188,1,4.115386962890625,1,
2023-12-04 22:45:23.209496,"(0.4865436553955078, 0.3759572505950928)",1,"(0.49290257692337036, 0.31474196910858154)",1,4.7433013916015625,1,4.097808837890625,1,
2023-12-04 22:45:23.225164,"(0.4861016869544983, 0.37513139843940735)",1,"(0.4933100640773773, 0.31465187668800354)",1,4.732940673828125,1,4.0893402099609375,1,
2023-12-04 22:45:23.242808,"(0.48957112431526184, 0.38287216424942017)",1,"(0.49026718735694885, 0.3192746937274933)",1,4.726730346679688,1,4.079681396484375,1,
2023-12-04 22:45:23.258492,"(0.48858121037483215, 0.3855326771736145)",1,"(0.4904022216796875, 0.3224579989910126)",1,4.716217041015625,1,4.061767578125,1,
2023-12-04 22:45:23.274864,"(0.48662322759628296, 0.388131707906723)",1,"(0.49071910977363586, 0.3290562927722931)",1,4.702667236328125,1,4.057403564453125,1,
2023-12-04 22:45:23.291839,"(0.48414742946624756, 0.3914439082145691)",1,"(0.49161267280578613, 0.32919925451278687)",1,4.694869995117188,1,4.042648315429688,1,
2023-12-04 22:45:23.309506,"(0.4828794002532959, 0.3909390866756439)",1,"(0.4965546727180481, 0.3340306878089905)",1,4.68304443359375,1,4.0451202392578125,1,
2023-12-04 22:45:23.325486,"(0.4833284914493561, 0.3865715265274048)",1,"(0.49444544315338135, 0.33435893058776855)",1,4.6746368408203125,1,4.033721923828125,1,
2023-12-04 22:45:23.342029,"(0.48115435242652893, 0.38679009675979614)",1,"(0.4967197775840759, 0.3303534686565399)",1,4.672576904296875,1,4.013031005859375,1,
2023-12-04 22:45:23.358496,"(0.48284927010536194, 0.3941984474658966)",1,"(0.4990922212600708, 0.3315627872943878)",1,4.6668548583984375,1,4.005859375,1,
2023-12-04 22:45:23.375206,"(0.48541563749313354, 0.39088621735572815)",1,"(0.4967350363731384, 0.34236210584640503)",1,4.652999877929688,1,3.9941253662109375,1,
2023-12-04 22:45:23.391832,"(0.4901949167251587, 0.39203792810440063)",1,"(0.4933709502220154, 0.35789158940315247)",1,4.65399169921875,1,3.981658935546875,1,
2023-12-04 22:45:23.407476,"(0.49925461411476135, 0.43865805864334106)",1,"(0.5005197525024414, 0.3604811429977417)",1,4.54766845703125,1,3.97650146484375,1,
2023-12-04 22:45:23.423653,"(0.5119419693946838, 0.48733314871788025)",1,"(nan, nan)",0,4.41168212890625,1,,0,
2023-12-04 22:45:23.440490,"(nan, nan)",0,"(nan, nan)",0,,0,,0,
2023-12-04 22:45:23.456924,"(nan, nan)",0,"(nan, nan)",0,,0,,0,
2023-12-04 22:45:23.474066,"(nan, nan)",0,"(nan, nan)",0,,0,,0,
2023-12-04 22:45:23.490763,"(nan, nan)",0,"(nan, nan)",0,,0,,0,
2023-12-04 22:45:23.508535,"(0.5055767297744751, 0.636319637298584)",1,"(nan, nan)",0,4.447296142578125,1,,0,
2023-12-04 22:45:23.524309,"(0.4921358823776245, 0.594042181968689)",1,"(0.49385398626327515, 0.5475907921791077)",1,4.483673095703125,1,3.79974365234375,1,
2023-12-04 22:45:23.541834,"(0.4907552897930145, 0.5531025528907776)",1,"(0.4882054030895233, 0.5373384952545166)",1,4.5755157470703125,1,3.84674072265625,1,
2023-12-04 22:45:23.558784,"(0.4883582592010498, 0.5280869603157043)",1,"(0.4915522038936615, 0.5007349252700806)",1,4.651138305664063,1,3.932052612304688,1,
2023-12-04 22:45:23.575223,"(0.4770280420780182, 0.5183818936347961)",1,"(0.49127015471458435, 0.493603378534317)",1,4.662567138671875,1,3.96099853515625,1,
2023-12-04 22:45:23.591304,"(0.477262407541275, 0.5220616459846497)",1,"(0.49017465114593506, 0.4948650896549225)",1,4.663238525390625,1,3.9653472900390634,1,
2023-12-04 22:45:23.608909,"(0.486122727394104, 0.5187128186225891)",1,"(0.49127843976020813, 0.504754900932312)",1,4.6685638427734375,1,3.977005004882813,1,
2023-12-04 22:45:23.625881,"(0.4872644543647766, 0.5205398797988892)",1,"(0.49108317494392395, 0.5041542649269104)",1,4.667251586914063,1,3.9758148193359375,1,
2023-12-04 22:45:23.641855,"(0.4917232394218445, 0.5288976430892944)",1,"(0.49184516072273254, 0.5002031922340393)",1,4.6630859375,1,3.975677490234375,1,
2023-12-04 22:45:23.658502,"(0.4952826499938965, 0.5235893130302429)",1,"(0.4920787215232849, 0.49959152936935425)",1,4.6710052490234375,1,3.976852416992188,1,
2023-12-04 22:45:23.675835,"(0.48205965757369995, 0.51866614818573)",1,"(0.4901841878890991, 0.4901028275489807)",1,4.68597412109375,1,3.969818115234375,1,
2023-12-04 22:45:23.690730,"(0.47836822271347046, 0.5146328210830688)",1,"(0.48949190974235535, 0.4894641637802124)",1,4.6876068115234375,1,3.971405029296875,1,
2023-12-04 22:45:23.708492,"(0.48700594902038574, 0.5141952633857727)",1,"(0.48831310868263245, 0.4991942048072815)",1,4.689254760742188,1,3.987548828125,1,
